imagen,glioma,meningioma,pituitary,no_tumor
./tumores-cerebrales-mri-dataset/glioma/G_108_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_108_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_108_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_108_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_108_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_109_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_109_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_109_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_109_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_109_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_109_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_10_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_10_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_10_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_10_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_10_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_10_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_110_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_111_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_112_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_113_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_114_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_115_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_116_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_117_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_118_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_119_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_11_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_12.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_120_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_121.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_121_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_121_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_121_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_121_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_121_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_122_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_123.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_123_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_123_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_123_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_123_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_123_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_124_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_125_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_126_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_127_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_128_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_129_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_12_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_12_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_12_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_12_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_12_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_130_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_131_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_132_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_133_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_134_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_135_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_136_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_137_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_138_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_139_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_13_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_14.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_140_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_141.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_141_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_141_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_141_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_141_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_141_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_142_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143_SP_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_143_VF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_144.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_144_BR_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_144_DA_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_144_HF_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_144_RO_.jpg,1,0,0,0
./tumores-cerebrales-mri-dataset/glioma/G_144_SP_.jpg,1,0,0,0
